order_id,order_date,region,segment,category,product,units,unit_price,discount,revenue,cost,profit
15498,2024-08-01,West,Home Office,Office Supplies,Calendar,1,9.62,0.013,9.5,6.49,3.01
15499,2024-08-01,North,Corporate,Technology,Headphones,2,68.13,0.038,131.15,108.83,22.33
15500,2024-08-01,East,Small Business,Furniture,Bookcase,2,145.74,0.042,279.19,207.25,71.93
15501,2024-08-02,East,Consumer,Office Supplies,Binder,1,6.43,0.009,6.37,4.09,2.28
15502,2024-08-02,East,Small Business,Technology,Monitor,1,215.6,0.0,215.6,165.48,50.12
15503,2024-08-02,North,Small Business,Furniture,Desk,1,323.56,0.002,322.78,245.01,77.77
15504,2024-08-02,North,Small Business,Office Supplies,Calendar,1,11.07,0.0,11.07,7.35,3.72
15505,2024-08-02,North,Consumer,Furniture,Bookcase,3,131.52,0.013,389.24,304.56,84.68
15506,2024-08-02,North,Corporate,Furniture,Desk,1,263.31,0.017,258.9,194.48,64.42
15507,2024-08-02,North,Small Business,Technology,Headphones,1,78.42,0.044,74.98,57.92,17.07
15508,2024-08-02,West,Small Business,Office Supplies,Pen,1,2.23,0.017,2.19,1.53,0.66
15509,2024-08-02,South,Corporate,Technology,Monitor,1,208.84,0.004,207.97,136.82,71.16
15510,2024-08-02,East,Small Business,Furniture,Chair,2,125.41,0.041,240.49,171.61,68.88
15511,2024-08-02,East,Consumer,Technology,Laptop,1,966.1,0.034,933.06,588.89,344.17
15512,2024-08-02,North,Consumer,Furniture,Desk,1,309.68,0.004,308.38,229.28,79.1
15513,2024-08-02,West,Consumer,Technology,Headphones,1,91.0,0.01,90.12,65.33,24.79
15514,2024-08-02,South,Small Business,Technology,Keyboard,3,30.23,0.011,89.69,58.79,30.9
15515,2024-08-02,East,Corporate,Technology,Keyboard,1,33.24,0.0,33.24,20.35,12.89
15516,2024-08-02,North,Corporate,Technology,Laptop,1,797.87,0.016,785.31,579.19,206.12
15517,2024-08-02,North,Home Office,Furniture,Table,1,241.23,0.0,241.23,149.65,91.59
15518,2024-08-02,South,Consumer,Furniture,Bookcase,4,158.11,0.036,609.87,460.05,149.83
15519,2024-08-02,North,Consumer,Technology,Monitor,12,208.14,0.021,2445.63,1843.4,602.23
15520,2024-08-02,East,Consumer,Office Supplies,Binder,2,5.38,0.055,10.16,6.91,3.25
15521,2024-08-02,South,Home Office,Furniture,Desk,1,323.35,0.016,318.06,229.76,88.3
15522,2024-08-02,North,Consumer,Office Supplies,Stapler,1,8.96,0.014,8.83,6.97,1.86
15523,2024-08-02,East,Consumer,Office Supplies,Binder,1,5.9,0.015,5.81,3.92,1.89
15524,2024-08-02,South,Home Office,Office Supplies,Stapler,2,8.67,0.049,16.5,10.66,5.83
15525,2024-08-02,North,Small Business,Technology,Monitor,1,189.79,0.0,189.79,132.94,56.84
15526,2024-08-02,East,Small Business,Technology,Mouse,1,19.21,0.0,19.21,14.35,4.86
15527,2024-08-02,South,Home Office,Technology,Monitor,4,182.64,0.042,699.66,485.88,213.78
15528,2024-08-02,East,Corporate,Technology,Keyboard,1,30.92,0.018,30.37,24.73,5.64
15529,2024-08-02,North,Home Office,Office Supplies,Binder,1,6.26,0.004,6.23,4.88,1.35
15530,2024-08-02,South,Small Business,Technology,Laptop,1,789.51,0.006,784.96,538.03,246.93
15531,2024-08-02,North,Consumer,Technology,Keyboard,1,32.01,0.022,31.31,22.62,8.7
15532,2024-08-02,West,Small Business,Technology,Monitor,1,178.98,0.04,171.81,137.37,34.43
15533,2024-08-02,South,Consumer,Furniture,Chair,1,106.54,0.019,104.53,76.9,27.63
15534,2024-08-03,South,Small Business,Furniture,Desk,2,337.85,0.035,652.1,484.46,167.64
15535,2024-08-03,North,Corporate,Technology,Laptop,2,834.61,0.036,1609.54,1105.1,504.44
15536,2024-08-03,East,Corporate,Furniture,Table,1,234.8,0.02,230.19,163.14,67.05
15537,2024-08-03,South,Consumer,Office Supplies,Pen,4,2.2,0.015,8.67,6.24,2.43
15538,2024-08-03,South,Small Business,Office Supplies,Calendar,1,9.08,0.01,8.99,5.71,3.28
15539,2024-08-03,North,Consumer,Furniture,Table,1,271.77,0.049,258.47,201.33,57.14
15540,2024-08-03,West,Home Office,Technology,Laptop,1,884.88,0.0,884.88,605.95,278.94
15541,2024-08-03,North,Small Business,Technology,Mouse,1,21.88,0.021,21.43,17.08,4.35
15542,2024-08-03,East,Consumer,Technology,Monitor,1,196.51,0.013,194.03,143.14,50.89
15543,2024-08-03,South,Small Business,Technology,Mouse,2,22.64,0.02,44.37,28.65,15.72
15544,2024-08-03,North,Small Business,Technology,Mouse,1,19.72,0.044,18.86,14.93,3.93
15545,2024-08-03,North,Consumer,Technology,Headphones,2,91.87,0.027,178.72,129.28,49.45
15546,2024-08-03,West,Consumer,Office Supplies,Calendar,1,10.95,0.014,10.79,7.22,3.58
15547,2024-08-03,West,Consumer,Office Supplies,Stapler,1,7.92,0.0,7.92,5.53,2.39
15548,2024-08-03,West,Corporate,Technology,Laptop,1,950.3,0.021,930.58,662.78,267.8
15549,2024-08-03,North,Home Office,Furniture,Bookcase,2,137.87,0.031,267.31,168.12,99.19
15550,2024-08-04,West,Consumer,Furniture,Chair,1,113.81,0.004,113.32,77.93,35.39
15551,2024-08-04,South,Consumer,Furniture,Chair,1,103.84,0.037,99.94,70.05,29.89
15552,2024-08-04,West,Home Office,Furniture,Desk,1,341.83,0.043,327.01,239.53,87.48
15553,2024-08-04,West,Consumer,Technology,Mouse,1,21.17,0.008,21.01,14.97,6.03
15554,2024-08-04,East,Home Office,Technology,Mouse,3,21.36,0.032,62.04,39.0,23.04
15555,2024-08-04,East,Corporate,Technology,Monitor,1,193.5,0.048,184.21,136.9,47.31
15556,2024-08-04,North,Corporate,Furniture,Desk,1,292.57,0.027,284.74,195.18,89.56
15557,2024-08-04,South,Home Office,Technology,Mouse,1,17.96,0.015,17.69,11.36,6.34
15558,2024-08-04,North,Home Office,Furniture,Table,2,227.95,0.015,449.2,311.49,137.71
15559,2024-08-04,West,Corporate,Furniture,Cabinet,2,173.01,0.007,343.74,221.21,122.53
15560,2024-08-04,North,Corporate,Office Supplies,Binder,1,5.59,0.024,5.45,3.54,1.91
15561,2024-08-04,West,Home Office,Furniture,Chair,1,119.85,0.013,118.23,87.04,31.19
15562,2024-08-04,South,Corporate,Furniture,Table,2,231.82,0.0,463.64,306.74,156.89
15563,2024-08-04,North,Small Business,Office Supplies,Pen,1,2.07,0.028,2.01,1.6,0.42
15564,2024-08-05,North,Corporate,Furniture,Bookcase,2,131.84,0.061,247.48,200.34,47.14
15565,2024-08-05,East,Home Office,Technology,Monitor,1,226.16,0.039,217.38,143.66,73.73
15566,2024-08-05,North,Corporate,Technology,Laptop,1,864.97,0.035,834.6,551.93,282.67
15567,2024-08-05,North,Home Office,Office Supplies,Calendar,1,9.58,0.044,9.16,6.6,2.56
15568,2024-08-05,North,Corporate,Furniture,Cabinet,1,175.38,0.04,168.33,137.19,31.14
15569,2024-08-05,West,Home Office,Office Supplies,Calendar,1,9.11,0.0,9.11,7.1,2.01
15570,2024-08-05,West,Home Office,Furniture,Cabinet,2,222.85,0.0,445.69,270.53,175.16
15571,2024-08-05,West,Small Business,Technology,Mouse,1,20.95,0.044,20.03,14.13,5.9
15572,2024-08-05,West,Small Business,Technology,Laptop,1,770.92,0.037,742.41,608.69,133.72
15573,2024-08-05,East,Home Office,Furniture,Bookcase,1,164.51,0.0,164.51,105.48,59.03
15574,2024-08-05,North,Corporate,Furniture,Cabinet,1,191.97,0.042,183.84,140.62,43.22
15575,2024-08-05,North,Consumer,Office Supplies,Paper,1,5.35,0.0,5.35,3.54,1.81
15576,2024-08-05,West,Home Office,Office Supplies,Calendar,2,10.92,0.009,21.63,15.27,6.36
15577,2024-08-05,South,Consumer,Furniture,Bookcase,4,150.42,0.025,586.51,411.19,175.33
15578,2024-08-05,North,Consumer,Furniture,Cabinet,2,211.23,0.024,412.12,327.91,84.21
15579,2024-08-05,South,Small Business,Office Supplies,Binder,1,6.63,0.002,6.62,4.5,2.12
15580,2024-08-05,South,Home Office,Technology,Keyboard,1,32.3,0.029,31.36,22.93,8.43
15581,2024-08-05,East,Small Business,Furniture,Table,1,264.77,0.0,264.77,159.49,105.28
15582,2024-08-05,North,Corporate,Technology,Mouse,2,18.32,0.063,34.34,27.5,6.84
15583,2024-08-05,West,Home Office,Furniture,Table,1,247.84,0.001,247.61,182.22,65.39
15584,2024-08-05,South,Corporate,Office Supplies,Paper,1,5.39,0.017,5.3,3.72,1.58
15585,2024-08-05,South,Consumer,Technology,Mouse,1,22.07,0.044,21.1,15.6,5.5
15586,2024-08-05,West,Corporate,Technology,Keyboard,3,30.9,0.022,90.69,56.05,34.64
15587,2024-08-05,East,Consumer,Technology,Mouse,1,20.25,0.0,20.25,15.26,5.0
15588,2024-08-05,North,Consumer,Technology,Laptop,1,909.44,0.0,909.44,617.4,292.04
15589,2024-08-05,West,Corporate,Furniture,Table,1,225.99,0.011,223.52,171.88,51.64
15590,2024-08-05,West,Corporate,Office Supplies,Paper,2,4.6,0.022,8.99,6.41,2.58
15591,2024-08-06,North,Consumer,Office Supplies,Calendar,1,10.09,0.044,9.65,7.28,2.36
15592,2024-08-06,North,Consumer,Furniture,Chair,3,125.82,0.034,364.47,231.64,132.83
15593,2024-08-06,West,Consumer,Technology,Headphones,4,75.1,0.01,297.55,199.06,98.49
15594,2024-08-06,North,Small Business,Office Supplies,Binder,1,6.88,0.0,6.88,4.52,2.36
15595,2024-08-06,South,Corporate,Office Supplies,Stapler,4,6.83,0.024,26.66,21.32,5.35
15596,2024-08-06,South,Small Business,Office Supplies,Calendar,2,8.62,0.014,16.99,10.84,6.15
15597,2024-08-06,West,Consumer,Furniture,Chair,1,132.52,0.0,132.52,79.81,52.71
15598,2024-08-06,East,Home Office,Office Supplies,Paper,1,5.48,0.027,5.34,4.14,1.19
15599,2024-08-06,West,Small Business,Furniture,Table,1,260.09,0.02,254.89,164.18,90.71
15600,2024-08-06,South,Consumer,Technology,Laptop,1,1032.63,0.0,1032.63,803.61,229.03
15601,2024-08-06,East,Corporate,Technology,Monitor,2,229.9,0.067,429.1,326.22,102.88
15602,2024-08-06,North,Consumer,Office Supplies,Binder,2,5.52,0.017,10.86,6.84,4.02
15603,2024-08-06,West,Consumer,Technology,Headphones,1,76.96,0.025,75.03,52.69,22.34
15604,2024-08-06,North,Home Office,Technology,Headphones,1,73.3,0.02,71.81,49.49,22.32
15605,2024-08-06,East,Home Office,Furniture,Cabinet,1,213.66,0.0,213.62,148.8,64.82
15606,2024-08-06,South,Home Office,Technology,Laptop,2,910.57,0.0,1821.15,1155.04,666.11
15607,2024-08-06,South,Home Office,Office Supplies,Paper,1,5.72,0.0,5.72,4.41,1.32
15608,2024-08-06,North,Home Office,Technology,Keyboard,2,32.12,0.026,62.54,50.15,12.39
15609,2024-08-06,South,Home Office,Furniture,Table,1,268.52,0.007,266.7,192.44,74.27
15610,2024-08-06,North,Small Business,Furniture,Table,1,236.33,0.0,236.33,154.15,82.18
15611,2024-08-06,East,Home Office,Office Supplies,Pen,1,2.21,0.0,2.21,1.66,0.56
15612,2024-08-06,West,Small Business,Furniture,Desk,1,260.19,0.0,260.08,204.53,55.55
15613,2024-08-06,North,Consumer,Technology,Headphones,1,77.07,0.017,75.75,60.87,14.88
15614,2024-08-06,South,Home Office,Office Supplies,Paper,3,4.67,0.014,13.83,9.25,4.58
15615,2024-08-06,South,Consumer,Office Supplies,Calendar,2,10.86,0.021,21.27,16.49,4.78
15616,2024-08-06,South,Corporate,Office Supplies,Binder,1,5.45,0.0,5.45,4.32,1.13
15617,2024-08-06,West,Home Office,Technology,Mouse,1,22.93,0.004,22.85,14.06,8.78
15618,2024-08-06,West,Corporate,Technology,Headphones,1,78.05,0.04,74.93,59.82,15.11
15619,2024-08-06,East,Consumer,Furniture,Bookcase,1,170.34,0.006,169.34,126.02,43.32
15620,2024-08-06,East,Corporate,Furniture,Desk,2,260.45,0.036,502.17,333.71,168.45
15621,2024-08-06,East,Corporate,Furniture,Bookcase,1,145.99,0.017,143.52,110.41,33.11
15622,2024-08-06,South,Corporate,Furniture,Table,2,223.37,0.014,440.55,317.6,122.95
15623,2024-08-06,North,Consumer,Furniture,Chair,1,120.44,0.035,116.29,94.22,22.07
15624,2024-08-06,South,Consumer,Office Supplies,Binder,1,6.23,0.021,6.1,4.48,1.62
15625,2024-08-06,East,Consumer,Office Supplies,Paper,1,4.81,0.0,4.81,3.74,1.07
15626,2024-08-06,West,Consumer,Office Supplies,Binder,2,6.05,0.026,11.79,7.48,4.31
15627,2024-08-06,East,Home Office,Office Supplies,Paper,3,4.54,0.017,13.39,8.42,4.97
15628,2024-08-06,East,Small Business,Technology,Laptop,1,847.69,0.0,847.69,531.54,316.15
15629,2024-08-06,North,Small Business,Office Supplies,Binder,2,5.79,0.0,11.59,8.42,3.17
15630,2024-08-06,South,Consumer,Furniture,Table,6,231.14,0.055,1311.25,976.77,334.48
15631,2024-08-06,West,Consumer,Technology,Laptop,1,919.61,0.012,908.33,585.24,323.09
15632,2024-08-06,South,Corporate,Office Supplies,Binder,1,5.23,0.006,5.2,3.5,1.7
15633,2024-08-07,West,Consumer,Technology,Laptop,1,996.54,0.023,973.71,756.17,217.54
15634,2024-08-07,South,Corporate,Technology,Headphones,2,82.98,0.025,161.76,132.02,29.74
15635,2024-08-07,West,Consumer,Furniture,Chair,1,137.19,0.002,136.94,92.73,44.22
15636,2024-08-07,South,Consumer,Office Supplies,Pen,1,1.93,0.024,1.88,1.17,0.72
15637,2024-08-07,East,Consumer,Furniture,Table,1,216.59,0.026,210.91,164.82,46.08
15638,2024-08-07,West,Home Office,Technology,Keyboard,1,28.21,0.024,27.55,21.33,6.22
15639,2024-08-07,East,Small Business,Office Supplies,Paper,2,4.97,0.021,9.74,7.31,2.43
15640,2024-08-07,East,Corporate,Technology,Monitor,2,193.92,0.02,379.96,250.53,129.43
15641,2024-08-07,West,Corporate,Office Supplies,Pen,2,2.0,0.011,3.95,2.68,1.27
15642,2024-08-07,West,Consumer,Technology,Headphones,1,68.13,0.023,66.59,44.7,21.89
15643,2024-08-07,North,Home Office,Technology,Laptop,3,988.18,0.035,2859.64,2328.16,531.48
15644,2024-08-07,East,Small Business,Office Supplies,Binder,3,5.23,0.009,15.57,9.6,5.96
15645,2024-08-07,East,Small Business,Technology,Keyboard,1,27.4,0.0,27.4,18.01,9.39
15646,2024-08-07,South,Home Office,Office Supplies,Stapler,1,8.14,0.047,7.75,5.55,2.2
15647,2024-08-07,North,Small Business,Furniture,Cabinet,3,190.38,0.03,554.02,386.91,167.11
15648,2024-08-07,South,Corporate,Furniture,Chair,1,106.29,0.033,102.84,74.43,28.41
15649,2024-08-07,South,Small Business,Office Supplies,Binder,2,6.38,0.054,12.08,7.81,4.28
15650,2024-08-07,West,Small Business,Technology,Headphones,1,86.22,0.012,85.21,66.78,18.43
15651,2024-08-07,West,Small Business,Office Supplies,Stapler,1,7.41,0.015,7.3,4.6,2.7
15652,2024-08-07,East,Small Business,Technology,Mouse,1,22.84,0.0,22.84,15.53,7.31
15653,2024-08-07,East,Consumer,Office Supplies,Stapler,1,7.22,0.01,7.14,4.61,2.53
15654,2024-08-07,West,Small Business,Office Supplies,Pen,1,2.03,0.023,1.98,1.36,0.62
15655,2024-08-07,East,Small Business,Furniture,Chair,1,113.85,0.059,107.17,74.34,32.82
15656,2024-08-07,South,Consumer,Office Supplies,Binder,1,5.89,0.028,5.72,3.94,1.78
15657,2024-08-07,East,Consumer,Technology,Monitor,2,194.4,0.001,388.39,294.08,94.31
15658,2024-08-07,North,Home Office,Office Supplies,Calendar,1,10.19,0.032,9.86,7.63,2.23
15659,2024-08-07,West,Home Office,Technology,Mouse,3,21.44,0.054,60.87,39.32,21.55
15660,2024-08-07,South,Home Office,Furniture,Desk,1,306.47,0.039,294.59,198.73,95.85
15661,2024-08-07,East,Consumer,Furniture,Table,1,260.72,0.045,249.02,197.84,51.19
15662,2024-08-07,West,Corporate,Technology,Mouse,1,17.89,0.03,17.35,13.79,3.56
15663,2024-08-07,North,Home Office,Office Supplies,Stapler,3,9.01,0.051,25.65,17.57,8.08
15664,2024-08-07,East,Home Office,Technology,Keyboard,1,32.26,0.0,32.26,22.24,10.02
15665,2024-08-07,East,Corporate,Technology,Monitor,1,206.62,0.062,193.75,157.95,35.8
15666,2024-08-07,East,Home Office,Office Supplies,Paper,2,5.43,0.002,10.84,7.49,3.36
15667,2024-08-07,North,Consumer,Office Supplies,Calendar,1,9.57,0.041,9.18,6.39,2.79
15668,2024-08-07,West,Corporate,Office Supplies,Calendar,4,10.82,0.02,42.41,29.35,13.05
15669,2024-08-07,North,Corporate,Furniture,Desk,3,281.72,0.038,812.7,523.43,289.27
15670,2024-08-08,North,Small Business,Technology,Keyboard,1,32.86,0.023,32.09,23.44,8.65
15671,2024-08-08,South,Home Office,Office Supplies,Calendar,2,8.61,0.0,17.23,12.99,4.23
15672,2024-08-08,East,Corporate,Office Supplies,Paper,1,5.48,0.001,5.47,4.05,1.42
15673,2024-08-08,East,Small Business,Office Supplies,Paper,1,5.7,0.015,5.62,4.17,1.45
15674,2024-08-08,West,Small Business,Furniture,Chair,1,137.16,0.0,137.16,88.44,48.72
15675,2024-08-08,East,Consumer,Technology,Laptop,1,972.45,0.045,928.35,752.16,176.19
15676,2024-08-08,South,Consumer,Technology,Keyboard,3,30.44,0.0,91.32,59.88,31.44
15677,2024-08-08,East,Corporate,Office Supplies,Pen,1,1.79,0.0,1.79,1.37,0.43
15678,2024-08-08,North,Corporate,Technology,Laptop,1,893.44,0.013,881.53,607.48,274.05
15679,2024-08-08,North,Small Business,Technology,Keyboard,1,33.92,0.031,32.86,23.01,9.85
15680,2024-08-08,West,Consumer,Technology,Monitor,1,186.83,0.003,186.23,145.54,40.69
15681,2024-08-08,South,Consumer,Office Supplies,Calendar,2,9.22,0.0,18.44,14.0,4.44
15682,2024-08-08,West,Consumer,Technology,Mouse,1,21.09,0.04,20.25,15.62,4.63
15683,2024-08-08,South,Consumer,Office Supplies,Binder,5,6.13,0.045,29.28,18.9,10.38
15684,2024-08-08,North,Small Business,Office Supplies,Calendar,1,9.82,0.061,9.22,7.58,1.64
15685,2024-08-08,North,Consumer,Technology,Keyboard,2,26.56,0.0,53.13,38.27,14.86
15686,2024-08-08,North,Consumer,Technology,Keyboard,1,31.56,0.036,30.44,24.27,6.17
15687,2024-08-08,West,Consumer,Technology,Laptop,1,851.18,0.0,851.18,558.95,292.23
15688,2024-08-08,West,Consumer,Office Supplies,Stapler,1,7.61,0.042,7.3,5.49,1.81
15689,2024-08-08,West,Consumer,Office Supplies,Paper,1,5.03,0.006,5.0,3.43,1.57
15690,2024-08-08,West,Corporate,Furniture,Cabinet,1,201.25,0.018,197.68,153.62,44.06
15691,2024-08-08,North,Home Office,Technology,Headphones,1,82.39,0.031,79.8,63.54,16.26
15692,2024-08-08,East,Small Business,Office Supplies,Pen,2,2.24,0.017,4.41,2.88,1.53
15693,2024-08-08,East,Consumer,Office Supplies,Paper,1,4.54,0.009,4.5,3.55,0.95
15694,2024-08-08,North,Corporate,Furniture,Bookcase,3,145.07,0.06,409.04,316.12,92.92
15695,2024-08-08,South,Home Office,Office Supplies,Binder,1,5.88,0.0,5.88,4.12,1.76
15696,2024-08-08,North,Consumer,Furniture,Desk,1,284.76,0.048,271.05,217.94,53.1
15697,2024-08-08,West,Consumer,Furniture,Desk,1,283.32,0.031,274.44,216.75,57.69
15698,2024-08-08,West,Consumer,Office Supplies,Binder,1,5.91,0.009,5.86,3.77,2.09
15699,2024-08-08,West,Consumer,Furniture,Chair,1,129.16,0.0,129.16,99.2,29.96
15700,2024-08-08,West,Consumer,Office Supplies,Calendar,2,10.12,0.005,20.15,13.47,6.68
15701,2024-08-08,North,Small Business,Technology,Mouse,1,19.58,0.002,19.53,12.44,7.09
15702,2024-08-08,South,Small Business,Furniture,Table,3,262.86,0.01,780.79,506.79,274.0
15703,2024-08-08,West,Consumer,Office Supplies,Binder,1,6.25,0.0,6.25,4.43,1.82
15704,2024-08-08,West,Home Office,Technology,Laptop,1,899.53,0.0,899.53,617.86,281.67
15705,2024-08-08,West,Small Business,Office Supplies,Paper,2,5.2,0.022,10.17,7.74,2.43
15706,2024-08-08,North,Corporate,Furniture,Cabinet,4,204.7,0.043,783.43,495.68,287.75
15707,2024-08-08,North,Home Office,Furniture,Table,1,219.77,0.015,216.39,166.74,49.65
15708,2024-08-08,North,Consumer,Technology,Keyboard,3,27.96,0.013,82.74,54.62,28.12
15709,2024-08-08,East,Corporate,Technology,Mouse,2,21.89,0.0,43.78,30.23,13.55
15710,2024-08-08,West,Corporate,Technology,Laptop,1,796.52,0.019,781.78,555.44,226.34
15711,2024-08-08,West,Consumer,Furniture,Cabinet,1,186.09,0.016,183.1,112.71,70.38
15712,2024-08-08,West,Home Office,Furniture,Bookcase,1,164.18,0.039,157.78,115.63,42.15
15713,2024-08-08,West,Small Business,Technology,Monitor,3,224.48,0.036,649.26,416.42,232.84
15714,2024-08-08,West,Home Office,Technology,Monitor,3,227.5,0.0,682.38,543.38,138.99
15715,2024-08-08,North,Corporate,Office Supplies,Pen,1,1.77,0.03,1.72,1.4,0.32
15716,2024-08-08,South,Consumer,Furniture,Chair,1,135.62,0.014,133.7,84.21,49.49
15717,2024-08-09,North,Small Business,Furniture,Desk,1,268.49,0.007,266.61,193.56,73.06
15718,2024-08-09,West,Consumer,Technology,Monitor,1,228.54,0.02,224.01,153.1,70.9
15719,2024-08-09,North,Corporate,Technology,Keyboard,1,26.93,0.005,26.78,21.54,5.24
15720,2024-08-09,North,Home Office,Technology,Keyboard,1,33.34,0.0,33.34,24.29,9.06
15721,2024-08-09,South,Consumer,Office Supplies,Calendar,2,10.75,0.015,21.18,13.88,7.3
15722,2024-08-09,South,Corporate,Furniture,Cabinet,2,199.79,0.024,389.85,298.37,91.47
15723,2024-08-09,East,Consumer,Technology,Laptop,1,925.68,0.012,914.56,606.42,308.14
15724,2024-08-09,North,Home Office,Technology,Monitor,1,197.43,0.03,191.47,146.16,45.31
15725,2024-08-09,North,Consumer,Furniture,Desk,1,261.9,0.03,254.14,188.38,65.76
15726,2024-08-09,North,Corporate,Technology,Keyboard,1,28.93,0.036,27.9,18.1,9.8
15727,2024-08-09,North,Small Business,Furniture,Bookcase,3,145.98,0.006,435.51,306.77,128.75
15728,2024-08-09,West,Home Office,Furniture,Desk,1,285.58,0.023,278.97,208.16,70.81
15729,2024-08-09,South,Home Office,Technology,Keyboard,1,28.05,0.012,27.7,20.59,7.11
15730,2024-08-09,North,Consumer,Technology,Keyboard,1,31.31,0.007,31.09,24.87,6.23
15731,2024-08-09,North,Consumer,Furniture,Table,1,214.55,0.03,208.21,156.85,51.36
15732,2024-08-09,West,Home Office,Technology,Monitor,1,177.36,0.022,173.54,127.16,46.38
15733,2024-08-09,West,Consumer,Furniture,Table,1,215.74,0.0,215.74,149.69,66.05
15734,2024-08-09,South,Home Office,Furniture,Chair,2,119.96,0.033,231.9,148.56,83.34
15735,2024-08-09,South,Consumer,Furniture,Table,2,229.72,0.016,451.86,305.05,146.82
15736,2024-08-09,East,Consumer,Technology,Mouse,2,22.47,0.038,43.24,30.46,12.78
15737,2024-08-09,East,Small Business,Office Supplies,Paper,1,5.64,0.047,5.38,4.25,1.13
15738,2024-08-09,East,Home Office,Furniture,Desk,1,326.27,0.023,318.82,224.01,94.8
15739,2024-08-09,West,Consumer,Office Supplies,Calendar,1,11.1,0.049,10.55,8.29,2.26
15740,2024-08-09,West,Corporate,Technology,Monitor,1,207.48,0.0,207.48,160.71,46.78
15741,2024-08-09,North,Corporate,Furniture,Bookcase,3,162.73,0.016,480.33,333.4,146.93
15742,2024-08-09,West,Home Office,Furniture,Table,4,214.84,0.02,842.0,668.71,173.29
15743,2024-08-09,West,Small Business,Technology,Laptop,1,1029.92,0.036,992.62,654.9,337.72
15744,2024-08-09,East,Consumer,Furniture,Chair,1,129.47,0.032,125.33,89.5,35.83
15745,2024-08-09,North,Small Business,Technology,Laptop,1,837.77,0.03,812.96,519.39,293.57
15746,2024-08-09,West,Consumer,Furniture,Table,1,264.59,0.035,255.39,202.16,53.23
15747,2024-08-09,East,Small Business,Office Supplies,Binder,1,6.43,0.023,6.28,4.79,1.49
15748,2024-08-09,West,Consumer,Technology,Laptop,1,1013.01,0.015,998.27,680.69,317.58
15749,2024-08-09,West,Home Office,Furniture,Desk,1,341.79,0.034,330.04,255.48,74.56
15750,2024-08-09,North,Corporate,Furniture,Bookcase,1,140.89,0.025,137.34,102.11,35.24
15751,2024-08-09,North,Home Office,Office Supplies,Pen,6,1.75,0.044,10.02,7.34,2.68
15752,2024-08-09,West,Corporate,Furniture,Chair,1,129.37,0.022,126.57,92.54,34.03
15753,2024-08-09,South,Corporate,Furniture,Bookcase,1,165.0,0.031,159.84,102.12,57.72
15754,2024-08-09,West,Small Business,Technology,Monitor,1,222.56,0.012,219.95,164.91,55.04
15755,2024-08-09,South,Home Office,Technology,Monitor,1,207.82,0.011,205.49,152.28,53.21
15756,2024-08-09,West,Small Business,Furniture,Desk,1,299.93,0.0,299.93,216.15,83.78
15757,2024-08-09,North,Small Business,Office Supplies,Stapler,1,8.8,0.01,8.72,6.73,1.99
15758,2024-08-09,South,Corporate,Furniture,Chair,2,126.19,0.001,252.01,175.33,76.68
15759,2024-08-10,South,Home Office,Technology,Headphones,2,89.29,0.037,171.88,115.1,56.77
15760,2024-08-10,West,Small Business,Furniture,Desk,4,292.71,0.041,1122.33,813.73,308.6
15761,2024-08-10,East,Corporate,Technology,Headphones,1,79.93,0.036,77.05,50.01,27.04
15762,2024-08-10,West,Small Business,Office Supplies,Paper,1,5.42,0.022,5.3,3.67,1.64
15763,2024-08-10,West,Consumer,Furniture,Cabinet,1,186.81,0.002,186.36,136.73,49.63
15764,2024-08-10,West,Corporate,Technology,Laptop,3,1032.97,0.04,2975.49,2099.01,876.49
15765,2024-08-10,East,Home Office,Technology,Keyboard,3,30.71,0.017,90.57,55.96,34.61
15766,2024-08-10,North,Home Office,Technology,Headphones,1,74.07,0.007,73.55,46.32,27.24
15767,2024-08-10,South,Small Business,Technology,Headphones,1,68.45,0.034,66.16,46.8,19.36
15768,2024-08-10,West,Consumer,Furniture,Cabinet,1,196.72,0.0,196.72,144.35,52.37
15769,2024-08-10,West,Small Business,Furniture,Chair,2,120.64,0.023,235.67,167.57,68.1
15770,2024-08-10,East,Corporate,Office Supplies,Pen,2,1.78,0.005,3.55,2.49,1.06
15771,2024-08-10,West,Small Business,Technology,Monitor,4,225.06,0.002,898.57,710.57,188.0
15772,2024-08-10,West,Small Business,Office Supplies,Pen,1,2.19,0.005,2.18,1.54,0.64
15773,2024-08-10,East,Home Office,Technology,Monitor,4,206.12,0.012,814.55,654.74,159.81
15774,2024-08-10,North,Consumer,Technology,Headphones,1,81.03,0.068,75.48,61.72,13.76
15775,2024-08-10,East,Corporate,Technology,Monitor,3,228.29,0.044,654.56,495.62,158.94
15776,2024-08-11,South,Small Business,Office Supplies,Binder,4,6.0,0.015,23.62,18.14,5.48
15777,2024-08-11,West,Corporate,Technology,Laptop,1,844.08,0.019,827.78,522.0,305.78
15778,2024-08-11,South,Corporate,Office Supplies,Binder,3,5.73,0.0,17.19,11.14,6.04
15779,2024-08-11,West,Consumer,Technology,Laptop,1,935.47,0.05,888.51,707.04,181.47
15780,2024-08-11,West,Home Office,Office Supplies,Stapler,1,8.16,0.047,7.78,5.63,2.15
15781,2024-08-11,West,Consumer,Furniture,Chair,1,108.03,0.015,106.44,72.75,33.69
15782,2024-08-11,West,Corporate,Technology,Keyboard,4,28.48,0.036,109.85,83.57,26.29
